sale_id,date_of_sale,item_name,category,quantity_sold,unit_price,payment_mode,customer_type,total_amount
435,2025-03-28,Juice,Beverage,14,40,UPI,Student,560
436,2025-03-29,Coffee,Beverage,13,30,Card,Student,390
437,2025-03-29,Tea,Beverage,27,25,Card,Staff,675
438,2025-03-29,Sandwich,Snacks,5,50,Cash,Student,250
439,2025-03-29,Burger,Snacks,7,70,Card,Staff,490
440,2025-03-29,Juice,Beverage,24,40,Card,Student,960
441,2025-03-30,Coffee,Beverage,13,30,Card,Student,390
442,2025-03-30,Tea,Beverage,28,25,Card,Staff,700
443,2025-03-30,Sandwich,Snacks,14,50,Card,Staff,700
444,2025-03-30,Burger,Snacks,26,70,Cash,Student,1820
445,2025-03-30,Juice,Beverage,17,40,Cash,Staff,680
446,2025-03-31,Coffee,Beverage,28,30,UPI,Student,840
447,2025-03-31,Tea,Beverage,13,25,Card,Staff,325
448,2025-03-31,Sandwich,Snacks,22,50,Cash,Staff,1100
449,2025-03-31,Burger,Snacks,28,70,UPI,Student,1960
450,2025-03-31,Juice,Beverage,5,40,UPI,Staff,200
451,2025-04-01,Coffee,Beverage,13,30,Card,Staff,390
452,2025-04-01,Tea,Beverage,25,25,UPI,Staff,625
453,2025-04-01,Sandwich,Snacks,14,50,Cash,Student,700
454,2025-04-01,Burger,Snacks,18,70,UPI,Staff,1260
455,2025-04-01,Juice,Beverage,25,40,Card,Staff,1000
456,2025-04-02,Coffee,Beverage,13,30,Card,Student,390
457,2025-04-02,Tea,Beverage,7,25,Cash,Student,175
458,2025-04-02,Sandwich,Snacks,16,50,Cash,Staff,800
459,2025-04-02,Burger,Snacks,29,70,Card,Student,2030
460,2025-04-02,Juice,Beverage,17,40,UPI,Staff,680
461,2025-04-03,Coffee,Beverage,19,30,UPI,Student,570
462,2025-04-03,Tea,Beverage,10,25,Card,Staff,250
463,2025-04-03,Sandwich,Snacks,8,50,Card,Staff,400
464,2025-04-03,Burger,Snacks,18,70,UPI,Staff,1260
465,2025-04-03,Juice,Beverage,11,40,UPI,Staff,440
466,2025-04-04,Coffee,Beverage,19,30,UPI,Student,570
467,2025-04-04,Tea,Beverage,26,25,UPI,Staff,650
468,2025-04-04,Sandwich,Snacks,12,50,UPI,Staff,600
469,2025-04-04,Burger,Snacks,5,70,Cash,Staff,350
470,2025-04-04,Juice,Beverage,12,40,Cash,Student,480
471,2025-04-05,Coffee,Beverage,24,30,Cash,Staff,720
472,2025-04-05,Tea,Beverage,6,25,Cash,Student,150
473,2025-04-05,Sandwich,Snacks,25,50,Cash,Student,1250
474,2025-04-05,Burger,Snacks,14,70,Card,Staff,980
475,2025-04-05,Juice,Beverage,9,40,Card,Staff,360
476,2025-04-06,Coffee,Beverage,10,30,UPI,Student,300
477,2025-04-06,Tea,Beverage,27,25,Card,Staff,675
478,2025-04-06,Sandwich,Snacks,25,50,Card,Staff,1250
479,2025-04-06,Burger,Snacks,14,70,UPI,Student,980
480,2025-04-06,Juice,Beverage,23,40,Cash,Student,920
481,2025-04-07,Coffee,Beverage,13,30,Card,Student,390
482,2025-04-07,Tea,Beverage,23,25,Cash,Student,575
483,2025-04-07,Sandwich,Snacks,21,50,Cash,Staff,1050
484,2025-04-07,Burger,Snacks,25,70,Card,Student,1750
485,2025-04-07,Juice,Beverage,23,40,Card,Student,920
486,2025-04-08,Coffee,Beverage,23,30,Card,Student,690
487,2025-04-08,Tea,Beverage,20,25,UPI,Staff,500
488,2025-04-08,Sandwich,Snacks,27,50,Cash,Student,1350
489,2025-04-08,Burger,Snacks,24,70,Card,Staff,1680
490,2025-04-08,Juice,Beverage,13,40,Card,Student,520
491,2025-04-09,Coffee,Beverage,6,30,Card,Staff,180
492,2025-04-09,Tea,Beverage,6,25,Cash,Staff,150
493,2025-04-09,Sandwich,Snacks,25,50,Card,Student,1250
494,2025-04-09,Burger,Snacks,10,70,Cash,Student,700
495,2025-04-09,Juice,Beverage,23,40,Cash,Student,920
496,2025-04-10,Coffee,Beverage,5,30,UPI,Student,150
497,2025-04-10,Tea,Beverage,13,25,UPI,Student,325
498,2025-04-10,Sandwich,Snacks,20,50,UPI,Staff,1000
499,2025-04-10,Burger,Snacks,6,70,Card,Student,420
500,2025-04-10,Juice,Beverage,27,40,UPI,Student,1080
501,2025-04-11,Coffee,Beverage,9,30,Cash,Staff,270
502,2025-04-11,Tea,Beverage,14,25,Card,Staff,350
503,2025-04-11,Sandwich,Snacks,17,50,UPI,Student,850
504,2025-04-11,Burger,Snacks,24,70,UPI,Student,1680
505,2025-04-11,Juice,Beverage,27,40,Card,Student,1080
506,2025-04-12,Coffee,Beverage,24,30,UPI,Student,720
507,2025-04-12,Tea,Beverage,12,25,Card,Student,300
508,2025-04-12,Sandwich,Snacks,21,50,Cash,Student,1050
509,2025-04-12,Burger,Snacks,24,70,Card,Student,1680
510,2025-04-12,Juice,Beverage,6,40,UPI,Staff,240
511,2025-04-13,Coffee,Beverage,23,30,Cash,Staff,690
512,2025-04-13,Tea,Beverage,5,25,Card,Staff,125
513,2025-04-13,Sandwich,Snacks,5,50,Card,Student,250
514,2025-04-13,Burger,Snacks,17,70,Cash,Student,1190
515,2025-04-13,Juice,Beverage,22,40,Card,Student,880
516,2025-04-14,Coffee,Beverage,16,30,Cash,Staff,480
517,2025-04-14,Tea,Beverage,20,25,Cash,Staff,500
518,2025-04-14,Sandwich,Snacks,27,50,UPI,Student,1350
519,2025-04-14,Burger,Snacks,24,70,Card,Student,1680
520,2025-04-14,Juice,Beverage,24,40,Card,Student,960
521,2025-04-15,Coffee,Beverage,24,30,Cash,Student,720
522,2025-04-15,Tea,Beverage,10,25,Cash,Staff,250
523,2025-04-15,Sandwich,Snacks,16,50,UPI,Student,800
524,2025-04-15,Burger,Snacks,7,70,Card,Staff,490
525,2025-04-15,Juice,Beverage,19,40,Cash,Student,760
526,2025-04-16,Coffee,Beverage,27,30,Card,Staff,810
527,2025-04-16,Tea,Beverage,22,25,Cash,Staff,550
528,2025-04-16,Sandwich,Snacks,29,50,UPI,Student,1450
529,2025-04-16,Burger,Snacks,6,70,UPI,Student,420
530,2025-04-16,Juice,Beverage,20,40,Card,Student,800
531,2025-04-17,Coffee,Beverage,15,30,Cash,Student,450
532,2025-04-17,Tea,Beverage,20,25,Cash,Staff,500
533,2025-04-17,Sandwich,Snacks,13,50,Cash,Student,650
534,2025-04-17,Burger,Snacks,9,70,Cash,Student,630
535,2025-04-17,Juice,Beverage,8,40,Cash,Staff,320
536,2025-04-18,Coffee,Beverage,26,30,Card,Student,780
537,2025-04-18,Tea,Beverage,5,25,UPI,Staff,125
538,2025-04-18,Sandwich,Snacks,28,50,UPI,Staff,1400
539,2025-04-18,Burger,Snacks,16,70,Cash,Staff,1120
540,2025-04-18,Juice,Beverage,27,40,Cash,Student,1080
541,2025-04-19,Coffee,Beverage,15,30,Cash,Student,450
542,2025-04-19,Tea,Beverage,7,25,Cash,Staff,175
543,2025-04-19,Sandwich,Snacks,15,50,Card,Student,750
544,2025-04-19,Burger,Snacks,17,70,Card,Staff,1190
545,2025-04-19,Juice,Beverage,9,40,Card,Student,360
546,2025-04-20,Coffee,Beverage,18,30,Cash,Student,540
547,2025-04-20,Tea,Beverage,5,25,UPI,Student,125
548,2025-04-20,Sandwich,Snacks,16,50,UPI,Student,800
549,2025-04-20,Burger,Snacks,22,70,Card,Staff,1540
550,2025-04-20,Juice,Beverage,13,40,UPI,Student,520
551,2025-04-21,Coffee,Beverage,19,30,Card,Student,570
552,2025-04-21,Tea,Beverage,17,25,Card,Student,425
553,2025-04-21,Sandwich,Snacks,19,50,UPI,Student,950
554,2025-04-21,Burger,Snacks,7,70,Cash,Staff,490
555,2025-04-21,Juice,Beverage,17,40,UPI,Staff,680
556,2025-04-22,Coffee,Beverage,8,30,UPI,Student,240
557,2025-04-22,Tea,Beverage,18,25,Card,Staff,450
558,2025-04-22,Sandwich,Snacks,21,50,UPI,Student,1050
559,2025-04-22,Burger,Snacks,14,70,Cash,Staff,980
560,2025-04-22,Juice,Beverage,25,40,Card,Student,1000
561,2025-04-23,Coffee,Beverage,6,30,Card,Staff,180
562,2025-04-23,Tea,Beverage,23,25,Cash,Student,575
563,2025-04-23,Sandwich,Snacks,29,50,Card,Staff,1450
564,2025-04-23,Burger,Snacks,13,70,Card,Student,910
565,2025-04-23,Juice,Beverage,26,40,UPI,Staff,1040
566,2025-04-24,Coffee,Beverage,5,30,UPI,Staff,150
567,2025-04-24,Tea,Beverage,26,25,UPI,Student,650
568,2025-04-24,Sandwich,Snacks,11,50,UPI,Staff,550
569,2025-04-24,Burger,Snacks,15,70,Cash,Student,1050
570,2025-04-24,Juice,Beverage,28,40,Card,Staff,1120
571,2025-04-25,Coffee,Beverage,9,30,UPI,Staff,270
572,2025-04-25,Tea,Beverage,29,25,UPI,Student,725
573,2025-04-25,Sandwich,Snacks,6,50,Cash,Staff,300
574,2025-04-25,Burger,Snacks,6,70,UPI,Student,420
575,2025-04-25,Juice,Beverage,23,40,Cash,Student,920
576,2025-04-26,Coffee,Beverage,20,30,UPI,Staff,600
577,2025-04-26,Tea,Beverage,7,25,Card,Student,175
578,2025-04-26,Sandwich,Snacks,24,50,Card,Student,1200
579,2025-04-26,Burger,Snacks,13,70,UPI,Staff,910
580,2025-04-26,Juice,Beverage,25,40,Cash,Staff,1000
581,2025-04-27,Coffee,Beverage,29,30,Card,Staff,870
582,2025-04-27,Tea,Beverage,5,25,Card,Staff,125
583,2025-04-27,Sandwich,Snacks,15,50,Cash,Staff,750
584,2025-04-27,Burger,Snacks,5,70,UPI,Staff,350
585,2025-04-27,Juice,Beverage,22,40,UPI,Student,880
586,2025-04-28,Coffee,Beverage,11,30,UPI,Staff,330
587,2025-04-28,Tea,Beverage,11,25,Cash,Staff,275
588,2025-04-28,Sandwich,Snacks,18,50,UPI,Student,900
589,2025-04-28,Burger,Snacks,19,70,Card,Student,1330
590,2025-04-28,Juice,Beverage,6,40,Card,Student,240
591,2025-04-29,Coffee,Beverage,22,30,Card,Staff,660
592,2025-04-29,Tea,Beverage,22,25,Cash,Student,550
593,2025-04-29,Sandwich,Snacks,15,50,Card,Student,750
594,2025-04-29,Burger,Snacks,19,70,Cash,Staff,1330
595,2025-04-29,Juice,Beverage,14,40,UPI,Student,560
596,2025-04-30,Coffee,Beverage,17,30,Cash,Staff,510
597,2025-04-30,Tea,Beverage,10,25,Card,Student,250
598,2025-04-30,Sandwich,Snacks,7,50,Cash,Student,350
599,2025-04-30,Burger,Snacks,25,70,Cash,Student,1750
600,2025-04-30,Juice,Beverage,14,40,Cash,Staff,560
601,2025-05-01,Coffee,Beverage,9,30,Cash,Student,270
602,2025-05-01,Tea,Beverage,14,25,Card,Student,350
603,2025-05-01,Sandwich,Snacks,23,50,Cash,Staff,1150
604,2025-05-01,Burger,Snacks,23,70,Cash,Staff,1610
605,2025-05-01,Juice,Beverage,18,40,UPI,Staff,720
606,2025-05-02,Coffee,Beverage,5,30,Cash,Student,150
607,2025-05-02,Tea,Beverage,23,25,Card,Staff,575
608,2025-05-02,Sandwich,Snacks,17,50,Cash,Staff,850
609,2025-05-02,Burger,Snacks,6,70,UPI,Student,420
610,2025-05-02,Juice,Beverage,25,40,Cash,Staff,1000
611,2025-05-03,Coffee,Beverage,19,30,Cash,Student,570
612,2025-05-03,Tea,Beverage,25,25,Card,Student,625
613,2025-05-03,Sandwich,Snacks,29,50,Cash,Student,1450
614,2025-05-03,Burger,Snacks,17,70,Card,Student,1190
615,2025-05-03,Juice,Beverage,21,40,Cash,Student,840
616,2025-05-04,Coffee,Beverage,11,30,UPI,Staff,330
617,2025-05-04,Tea,Beverage,22,25,Cash,Staff,550
618,2025-05-04,Sandwich,Snacks,6,50,UPI,Student,300
619,2025-05-04,Burger,Snacks,27,70,Cash,Student,1890
620,2025-05-04,Juice,Beverage,29,40,Cash,Staff,1160
621,2025-05-05,Coffee,Beverage,12,30,Card,Student,360
622,2025-05-05,Tea,Beverage,5,25,Cash,Student,125
623,2025-05-05,Sandwich,Snacks,18,50,Card,Student,900
624,2025-05-05,Burger,Snacks,28,70,UPI,Student,1960
625,2025-05-05,Juice,Beverage,11,40,Card,Student,440
626,2025-05-06,Coffee,Beverage,8,30,Card,Student,240
627,2025-05-06,Tea,Beverage,9,25,Cash,Staff,225
628,2025-05-06,Sandwich,Snacks,9,50,Card,Staff,450
629,2025-05-06,Burger,Snacks,8,70,Cash,Staff,560
630,2025-05-06,Juice,Beverage,26,40,Cash,Student,1040
631,2025-05-07,Coffee,Beverage,12,30,UPI,Staff,360
632,2025-05-07,Tea,Beverage,9,25,Card,Student,225
633,2025-05-07,Sandwich,Snacks,21,50,Cash,Staff,1050
634,2025-05-07,Burger,Snacks,5,70,UPI,Student,350
635,2025-05-07,Juice,Beverage,29,40,Cash,Staff,1160
636,2025-05-08,Coffee,Beverage,26,30,Card,Staff,780
637,2025-05-08,Tea,Beverage,19,25,Card,Student,475
638,2025-05-08,Sandwich,Snacks,21,50,Cash,Staff,1050
639,2025-05-08,Burger,Snacks,11,70,Card,Staff,770
640,2025-05-08,Juice,Beverage,12,40,UPI,Student,480
641,2025-05-09,Coffee,Beverage,28,30,Cash,Student,840
642,2025-05-09,Tea,Beverage,5,25,Card,Staff,125
643,2025-05-09,Sandwich,Snacks,28,50,UPI,Staff,1400
644,2025-05-09,Burger,Snacks,26,70,Cash,Staff,1820
645,2025-05-09,Juice,Beverage,21,40,Card,Student,840
646,2025-05-10,Coffee,Beverage,16,30,UPI,Student,480
647,2025-05-10,Tea,Beverage,26,25,Cash,Student,650
648,2025-05-10,Sandwich,Snacks,19,50,UPI,Student,950
649,2025-05-10,Burger,Snacks,29,70,Cash,Staff,2030
650,2025-05-10,Juice,Beverage,27,40,UPI,Staff,1080
651,2025-05-11,Coffee,Beverage,24,30,Card,Staff,720
652,2025-05-11,Tea,Beverage,5,25,Card,Student,125
653,2025-05-11,Sandwich,Snacks,18,50,UPI,Student,900
654,2025-05-11,Burger,Snacks,20,70,UPI,Staff,1400
655,2025-05-11,Juice,Beverage,26,40,Card,Staff,1040
656,2025-05-12,Coffee,Beverage,26,30,Cash,Staff,780
657,2025-05-12,Tea,Beverage,8,25,Card,Student,200
658,2025-05-12,Sandwich,Snacks,8,50,Card,Staff,400
659,2025-05-12,Burger,Snacks,28,70,Cash,Staff,1960
660,2025-05-12,Juice,Beverage,25,40,Card,Student,1000
661,2025-05-13,Coffee,Beverage,20,30,UPI,Staff,600
662,2025-05-13,Tea,Beverage,21,25,Card,Staff,525
663,2025-05-13,Sandwich,Snacks,26,50,Cash,Staff,1300
664,2025-05-13,Burger,Snacks,28,70,Cash,Student,1960
665,2025-05-13,Juice,Beverage,23,40,UPI,Staff,920
666,2025-05-14,Coffee,Beverage,5,30,UPI,Student,150
667,2025-05-14,Tea,Beverage,11,25,UPI,Student,275
668,2025-05-14,Sandwich,Snacks,12,50,Cash,Student,600
669,2025-05-14,Burger,Snacks,25,70,Cash,Student,1750
670,2025-05-14,Juice,Beverage,22,40,Card,Student,880
671,2025-05-15,Coffee,Beverage,17,30,Card,Staff,510
672,2025-05-15,Tea,Beverage,13,25,Card,Staff,325
673,2025-05-15,Sandwich,Snacks,22,50,UPI,Staff,1100
674,2025-05-15,Burger,Snacks,25,70,Card,Student,1750
675,2025-05-15,Juice,Beverage,7,40,Cash,Staff,280
676,2025-05-16,Coffee,Beverage,27,30,Cash,Staff,810
677,2025-05-16,Tea,Beverage,15,25,Cash,Staff,375
678,2025-05-16,Sandwich,Snacks,18,50,Card,Staff,900
679,2025-05-16,Burger,Snacks,15,70,Cash,Staff,1050
680,2025-05-16,Juice,Beverage,28,40,Card,Staff,1120
681,2025-05-17,Coffee,Beverage,8,30,UPI,Staff,240
682,2025-05-17,Tea,Beverage,19,25,Card,Staff,475
683,2025-05-17,Sandwich,Snacks,11,50,UPI,Student,550
684,2025-05-17,Burger,Snacks,24,70,UPI,Student,1680
685,2025-05-17,Juice,Beverage,22,40,Cash,Student,880
686,2025-05-18,Coffee,Beverage,23,30,UPI,Student,690
687,2025-05-18,Tea,Beverage,23,25,UPI,Student,575
688,2025-05-18,Sandwich,Snacks,9,50,UPI,Staff,450
689,2025-05-18,Burger,Snacks,15,70,UPI,Student,1050
690,2025-05-18,Juice,Beverage,12,40,Card,Student,480
691,2025-05-19,Coffee,Beverage,19,30,Card,Student,570
692,2025-05-19,Tea,Beverage,9,25,UPI,Student,225
693,2025-05-19,Sandwich,Snacks,18,50,Cash,Student,900
694,2025-05-19,Burger,Snacks,23,70,Cash,Staff,1610
695,2025-05-19,Juice,Beverage,8,40,UPI,Staff,320
696,2025-05-20,Coffee,Beverage,28,30,Cash,Staff,840
697,2025-05-20,Tea,Beverage,9,25,Card,Student,225
698,2025-05-20,Sandwich,Snacks,23,50,Cash,Student,1150
699,2025-05-20,Burger,Snacks,29,70,Card,Student,2030
700,2025-05-20,Juice,Beverage,16,40,Cash,Staff,640
701,2025-05-21,Coffee,Beverage,20,30,Cash,Student,600
702,2025-05-21,Tea,Beverage,25,25,Card,Staff,625
703,2025-05-21,Sandwich,Snacks,6,50,Cash,Staff,300
704,2025-05-21,Burger,Snacks,24,70,Card,Student,1680
705,2025-05-21,Juice,Beverage,24,40,Card,Staff,960
706,2025-05-22,Coffee,Beverage,11,30,Cash,Student,330
707,2025-05-22,Tea,Beverage,15,25,UPI,Staff,375
708,2025-05-22,Sandwich,Snacks,6,50,Card,Student,300
709,2025-05-22,Burger,Snacks,17,70,UPI,Staff,1190
710,2025-05-22,Juice,Beverage,23,40,UPI,Student,920
711,2025-05-23,Coffee,Beverage,11,30,UPI,Student,330
712,2025-05-23,Tea,Beverage,14,25,Card,Staff,350
713,2025-05-23,Sandwich,Snacks,5,50,Cash,Staff,250
714,2025-05-23,Burger,Snacks,7,70,Cash,Student,490
715,2025-05-23,Juice,Beverage,20,40,UPI,Student,800
716,2025-05-24,Coffee,Beverage,5,30,UPI,Student,150
717,2025-05-24,Tea,Beverage,13,25,Cash,Staff,325
718,2025-05-24,Sandwich,Snacks,20,50,Cash,Staff,1000
719,2025-05-24,Burger,Snacks,12,70,UPI,Staff,840
720,2025-05-24,Juice,Beverage,26,40,Card,Staff,1040
721,2025-05-25,Coffee,Beverage,9,30,Card,Staff,270
722,2025-05-25,Tea,Beverage,21,25,Cash,Staff,525
723,2025-05-25,Sandwich,Snacks,19,50,Card,Student,950
724,2025-05-25,Burger,Snacks,24,70,UPI,Student,1680
725,2025-05-25,Juice,Beverage,15,40,UPI,Student,600
726,2025-05-26,Coffee,Beverage,12,30,UPI,Staff,360
727,2025-05-26,Tea,Beverage,5,25,Cash,Staff,125
728,2025-05-26,Sandwich,Snacks,9,50,Cash,Student,450
729,2025-05-26,Burger,Snacks,15,70,UPI,Student,1050
730,2025-05-26,Juice,Beverage,18,40,Cash,Student,720
731,2025-05-27,Coffee,Beverage,22,30,Card,Student,660
732,2025-05-27,Tea,Beverage,19,25,Cash,Student,475
733,2025-05-27,Sandwich,Snacks,20,50,Card,Student,1000
734,2025-05-27,Burger,Snacks,9,70,UPI,Staff,630
735,2025-05-27,Juice,Beverage,18,40,Cash,Staff,720
736,2025-05-28,Coffee,Beverage,5,30,Cash,Student,150
737,2025-05-28,Tea,Beverage,28,25,Card,Staff,700
738,2025-05-28,Sandwich,Snacks,18,50,UPI,Student,900
739,2025-05-28,Burger,Snacks,21,70,Card,Staff,1470
740,2025-05-28,Juice,Beverage,5,40,Card,Staff,200
741,2025-05-29,Coffee,Beverage,14,30,Card,Staff,420
742,2025-05-29,Tea,Beverage,7,25,UPI,Staff,175
743,2025-05-29,Sandwich,Snacks,25,50,Cash,Student,1250
744,2025-05-29,Burger,Snacks,28,70,Cash,Student,1960
745,2025-05-29,Juice,Beverage,27,40,Card,Staff,1080
746,2025-05-30,Coffee,Beverage,13,30,Card,Staff,390
747,2025-05-30,Tea,Beverage,8,25,UPI,Student,200
748,2025-05-30,Sandwich,Snacks,11,50,UPI,Student,550
749,2025-05-30,Burger,Snacks,5,70,Cash,Staff,350
750,2025-05-30,Juice,Beverage,21,40,Card,Staff,840
751,2025-05-31,Coffee,Beverage,16,30,UPI,Student,480
752,2025-05-31,Tea,Beverage,15,25,Card,Student,375
753,2025-05-31,Sandwich,Snacks,6,50,Cash,Student,300
754,2025-05-31,Burger,Snacks,16,70,Card,Staff,1120
755,2025-05-31,Juice,Beverage,12,40,UPI,Student,480
756,2025-06-01,Coffee,Beverage,15,30,UPI,Student,450
757,2025-06-01,Tea,Beverage,15,25,UPI,Staff,375
758,2025-06-01,Sandwich,Snacks,26,50,Card,Student,1300
759,2025-06-01,Burger,Snacks,24,70,Cash,Student,1680
760,2025-06-01,Juice,Beverage,12,40,Card,Student,480
761,2025-06-02,Coffee,Beverage,14,30,Card,Staff,420
762,2025-06-02,Tea,Beverage,23,25,Cash,Staff,575
763,2025-06-02,Sandwich,Snacks,11,50,Card,Student,550
764,2025-06-02,Burger,Snacks,18,70,Cash,Student,1260
765,2025-06-02,Juice,Beverage,7,40,Card,Student,280
766,2025-06-03,Coffee,Beverage,26,30,Cash,Student,780
767,2025-06-03,Tea,Beverage,12,25,Cash,Staff,300
768,2025-06-03,Sandwich,Snacks,10,50,Cash,Staff,500
769,2025-06-03,Burger,Snacks,20,70,Cash,Student,1400
770,2025-06-03,Juice,Beverage,8,40,Cash,Staff,320
771,2025-06-04,Coffee,Beverage,10,30,UPI,Staff,300
772,2025-06-04,Tea,Beverage,12,25,Cash,Staff,300
773,2025-06-04,Sandwich,Snacks,28,50,UPI,Student,1400
774,2025-06-04,Burger,Snacks,16,70,UPI,Staff,1120
775,2025-06-04,Juice,Beverage,18,40,UPI,Staff,720
776,2025-06-05,Coffee,Beverage,21,30,UPI,Staff,630
777,2025-06-05,Tea,Beverage,6,25,Cash,Staff,150
778,2025-06-05,Sandwich,Snacks,9,50,UPI,Student,450
779,2025-06-05,Burger,Snacks,8,70,UPI,Staff,560
780,2025-06-05,Juice,Beverage,15,40,Card,Student,600
781,2025-06-06,Coffee,Beverage,11,30,UPI,Staff,330
782,2025-06-06,Tea,Beverage,15,25,UPI,Student,375
783,2025-06-06,Sandwich,Snacks,28,50,Cash,Student,1400
784,2025-06-06,Burger,Snacks,22,70,Card,Staff,1540
785,2025-06-06,Juice,Beverage,13,40,UPI,Student,520
786,2025-06-07,Coffee,Beverage,7,30,Cash,Student,210
787,2025-06-07,Tea,Beverage,29,25,Card,Staff,725
788,2025-06-07,Sandwich,Snacks,11,50,UPI,Student,550
789,2025-06-07,Burger,Snacks,8,70,Cash,Staff,560
790,2025-06-07,Juice,Beverage,29,40,Cash,Student,1160
791,2025-06-08,Coffee,Beverage,11,30,Cash,Staff,330
792,2025-06-08,Tea,Beverage,29,25,Cash,Staff,725
793,2025-06-08,Sandwich,Snacks,25,50,Cash,Staff,1250
794,2025-06-08,Burger,Snacks,11,70,UPI,Student,770
795,2025-06-08,Juice,Beverage,9,40,Cash,Staff,360
796,2025-06-09,Coffee,Beverage,6,30,Cash,Staff,180
797,2025-06-09,Tea,Beverage,9,25,UPI,Student,225
798,2025-06-09,Sandwich,Snacks,9,50,UPI,Student,450
799,2025-06-09,Burger,Snacks,25,70,UPI,Student,1750
800,2025-06-09,Juice,Beverage,13,40,Cash,Staff,520
801,2025-06-10,Coffee,Beverage,5,30,Cash,Staff,150
802,2025-06-10,Tea,Beverage,20,25,Card,Student,500
803,2025-06-10,Sandwich,Snacks,15,50,Cash,Staff,750
804,2025-06-10,Burger,Snacks,12,70,Card,Staff,840
805,2025-06-10,Juice,Beverage,17,40,Card,Staff,680
806,2025-06-11,Coffee,Beverage,22,30,Card,Staff,660
807,2025-06-11,Tea,Beverage,10,25,Cash,Student,250
808,2025-06-11,Sandwich,Snacks,19,50,Cash,Staff,950
809,2025-06-11,Burger,Snacks,6,70,Card,Student,420
810,2025-06-11,Juice,Beverage,7,40,UPI,Staff,280
811,2025-06-12,Coffee,Beverage,23,30,UPI,Staff,690
812,2025-06-12,Tea,Beverage,25,25,UPI,Staff,625
813,2025-06-12,Sandwich,Snacks,13,50,Cash,Student,650
814,2025-06-12,Burger,Snacks,21,70,Card,Staff,1470
815,2025-06-12,Juice,Beverage,12,40,UPI,Staff,480
816,2025-06-13,Coffee,Beverage,17,30,UPI,Student,510
817,2025-06-13,Tea,Beverage,13,25,Card,Student,325
818,2025-06-13,Sandwich,Snacks,19,50,UPI,Staff,950
819,2025-06-13,Burger,Snacks,14,70,Cash,Staff,980
820,2025-06-13,Juice,Beverage,9,40,Card,Student,360
821,2025-06-14,Coffee,Beverage,7,30,Card,Staff,210
822,2025-06-14,Tea,Beverage,8,25,Card,Student,200
823,2025-06-14,Sandwich,Snacks,28,50,UPI,Staff,1400
824,2025-06-14,Burger,Snacks,7,70,Cash,Staff,490
825,2025-06-14,Juice,Beverage,27,40,Card,Student,1080
826,2025-06-15,Coffee,Beverage,21,30,Cash,Student,630
827,2025-06-15,Tea,Beverage,26,25,Card,Staff,650
828,2025-06-15,Sandwich,Snacks,22,50,Cash,Staff,1100
829,2025-06-15,Burger,Snacks,19,70,Cash,Student,1330
830,2025-06-15,Juice,Beverage,20,40,Card,Student,800
831,2025-06-16,Coffee,Beverage,18,30,Cash,Student,540
832,2025-06-16,Tea,Beverage,27,25,Cash,Student,675
833,2025-06-16,Sandwich,Snacks,18,50,UPI,Student,900
834,2025-06-16,Burger,Snacks,16,70,UPI,Staff,1120
835,2025-06-16,Juice,Beverage,23,40,UPI,Student,920
836,2025-06-17,Coffee,Beverage,20,30,Card,Student,600
837,2025-06-17,Tea,Beverage,23,25,UPI,Student,575
838,2025-06-17,Sandwich,Snacks,22,50,Cash,Student,1100
839,2025-06-17,Burger,Snacks,14,70,Card,Staff,980
840,2025-06-17,Juice,Beverage,17,40,Cash,Student,680
841,2025-06-18,Coffee,Beverage,8,30,Card,Student,240
842,2025-06-18,Tea,Beverage,5,25,Card,Staff,125
843,2025-06-18,Sandwich,Snacks,8,50,Cash,Staff,400
844,2025-06-18,Burger,Snacks,19,70,Card,Student,1330
845,2025-06-18,Juice,Beverage,14,40,Card,Student,560
846,2025-06-19,Coffee,Beverage,14,30,UPI,Student,420
847,2025-06-19,Tea,Beverage,10,25,Card,Staff,250
848,2025-06-19,Sandwich,Snacks,10,50,Cash,Student,500
849,2025-06-19,Burger,Snacks,19,70,Card,Student,1330
850,2025-06-19,Juice,Beverage,25,40,Cash,Staff,1000
851,2025-06-20,Coffee,Beverage,28,30,UPI,Student,840
852,2025-06-20,Tea,Beverage,22,25,Cash,Student,550
853,2025-06-20,Sandwich,Snacks,28,50,Cash,Staff,1400
854,2025-06-20,Burger,Snacks,25,70,Cash,Student,1750
855,2025-06-20,Juice,Beverage,27,40,UPI,Student,1080
856,2025-06-21,Coffee,Beverage,5,30,UPI,Student,150
857,2025-06-21,Tea,Beverage,9,25,Cash,Staff,225
858,2025-06-21,Sandwich,Snacks,25,50,Cash,Student,1250
859,2025-06-21,Burger,Snacks,20,70,Cash,Staff,1400
860,2025-06-21,Juice,Beverage,22,40,UPI,Student,880
861,2025-06-22,Coffee,Beverage,5,30,Card,Staff,150
862,2025-06-22,Tea,Beverage,26,25,Card,Student,650
863,2025-06-22,Sandwich,Snacks,6,50,UPI,Student,300
864,2025-06-22,Burger,Snacks,16,70,Cash,Student,1120
865,2025-06-22,Juice,Beverage,11,40,Card,Student,440
866,2025-06-23,Coffee,Beverage,22,30,Card,Student,660
867,2025-06-23,Tea,Beverage,10,25,UPI,Staff,250
868,2025-06-23,Sandwich,Snacks,26,50,UPI,Staff,1300
869,2025-06-23,Burger,Snacks,20,70,Card,Staff,1400
870,2025-06-23,Juice,Beverage,11,40,Card,Student,440
