inventory_id,date_of_entry,item_name,stock_in,stock_used,remaining_stock,unit_cost,supplier_name
487,2025-04-08,Tea,136,120,16,15,Default Supplier
488,2025-04-08,Sandwich,58,27,31,40,Default Supplier
489,2025-04-08,Burger,108,89,19,60,Default Supplier
490,2025-04-08,Juice,101,87,14,30,Default Supplier
491,2025-04-09,Coffee,128,81,47,20,Default Supplier
492,2025-04-09,Tea,67,26,41,15,Default Supplier
493,2025-04-09,Sandwich,106,56,50,40,Default Supplier
494,2025-04-09,Burger,126,87,39,60,Default Supplier
495,2025-04-09,Juice,133,49,84,30,Default Supplier
496,2025-04-10,Coffee,64,29,35,20,Default Supplier
497,2025-04-10,Tea,137,22,115,15,Default Supplier
498,2025-04-10,Sandwich,53,49,4,40,Default Supplier
499,2025-04-10,Burger,108,36,72,60,Default Supplier
500,2025-04-10,Juice,131,73,58,30,Default Supplier
501,2025-04-11,Coffee,76,30,46,20,Default Supplier
502,2025-04-11,Tea,89,30,59,15,Default Supplier
503,2025-04-11,Sandwich,111,46,65,40,Default Supplier
504,2025-04-11,Burger,60,29,31,60,Default Supplier
505,2025-04-11,Juice,72,45,27,30,Default Supplier
506,2025-04-12,Coffee,85,84,1,20,Default Supplier
507,2025-04-12,Tea,70,36,34,15,Default Supplier
508,2025-04-12,Sandwich,80,43,37,40,Default Supplier
509,2025-04-12,Burger,82,77,5,60,Default Supplier
510,2025-04-12,Juice,87,42,45,30,Default Supplier
511,2025-04-13,Coffee,91,75,16,20,Default Supplier
512,2025-04-13,Tea,61,58,3,15,Default Supplier
513,2025-04-13,Sandwich,122,118,4,40,Default Supplier
514,2025-04-13,Burger,95,71,24,60,Default Supplier
515,2025-04-13,Juice,101,69,32,30,Default Supplier
516,2025-04-14,Coffee,107,43,64,20,Default Supplier
517,2025-04-14,Tea,78,34,44,15,Default Supplier
518,2025-04-14,Sandwich,62,48,14,40,Default Supplier
519,2025-04-14,Burger,108,102,6,60,Default Supplier
520,2025-04-14,Juice,89,82,7,30,Default Supplier
521,2025-04-15,Coffee,137,80,57,20,Default Supplier
522,2025-04-15,Tea,52,41,11,15,Default Supplier
523,2025-04-15,Sandwich,104,45,59,40,Default Supplier
524,2025-04-15,Burger,57,49,8,60,Default Supplier
525,2025-04-15,Juice,57,46,11,30,Default Supplier
526,2025-04-16,Coffee,91,29,62,20,Default Supplier
527,2025-04-16,Tea,67,49,18,15,Default Supplier
528,2025-04-16,Sandwich,60,25,35,40,Default Supplier
529,2025-04-16,Burger,57,26,31,60,Default Supplier
530,2025-04-16,Juice,101,70,31,30,Default Supplier
531,2025-04-17,Coffee,123,92,31,20,Default Supplier
532,2025-04-17,Tea,126,74,52,15,Default Supplier
533,2025-04-17,Sandwich,51,26,25,40,Default Supplier
534,2025-04-17,Burger,86,27,59,60,Default Supplier
535,2025-04-17,Juice,67,62,5,30,Default Supplier
536,2025-04-18,Coffee,55,48,7,20,Default Supplier
537,2025-04-18,Tea,62,52,10,15,Default Supplier
538,2025-04-18,Sandwich,139,78,61,40,Default Supplier
539,2025-04-18,Burger,116,97,19,60,Default Supplier
540,2025-04-18,Juice,61,27,34,30,Default Supplier
541,2025-04-19,Coffee,111,81,30,20,Default Supplier
542,2025-04-19,Tea,103,81,22,15,Default Supplier
543,2025-04-19,Sandwich,126,121,5,40,Default Supplier
544,2025-04-19,Burger,128,121,7,60,Default Supplier
545,2025-04-19,Juice,132,123,9,30,Default Supplier
546,2025-04-20,Coffee,52,27,25,20,Default Supplier
547,2025-04-20,Tea,131,40,91,15,Default Supplier
548,2025-04-20,Sandwich,137,73,64,40,Default Supplier
549,2025-04-20,Burger,95,42,53,60,Default Supplier
550,2025-04-20,Juice,97,66,31,30,Default Supplier
551,2025-04-21,Coffee,148,51,97,20,Default Supplier
552,2025-04-21,Tea,108,43,65,15,Default Supplier
553,2025-04-21,Sandwich,144,100,44,40,Default Supplier
554,2025-04-21,Burger,117,66,51,60,Default Supplier
555,2025-04-21,Juice,132,71,61,30,Default Supplier
556,2025-04-22,Coffee,110,85,25,20,Default Supplier
557,2025-04-22,Tea,149,56,93,15,Default Supplier
558,2025-04-22,Sandwich,71,56,15,40,Default Supplier
559,2025-04-22,Burger,91,85,6,60,Default Supplier
560,2025-04-22,Juice,72,68,4,30,Default Supplier
561,2025-04-23,Coffee,118,41,77,20,Default Supplier
562,2025-04-23,Tea,139,20,119,15,Default Supplier
563,2025-04-23,Sandwich,78,65,13,40,Default Supplier
564,2025-04-23,Burger,87,52,35,60,Default Supplier
565,2025-04-23,Juice,90,28,62,30,Default Supplier
566,2025-04-24,Coffee,64,21,43,20,Default Supplier
567,2025-04-24,Tea,133,123,10,15,Default Supplier
568,2025-04-24,Sandwich,146,54,92,40,Default Supplier
569,2025-04-24,Burger,88,69,19,60,Default Supplier
570,2025-04-24,Juice,127,66,61,30,Default Supplier
571,2025-04-25,Coffee,89,77,12,20,Default Supplier
572,2025-04-25,Tea,95,69,26,15,Default Supplier
573,2025-04-25,Sandwich,118,54,64,40,Default Supplier
574,2025-04-25,Burger,142,51,91,60,Default Supplier
575,2025-04-25,Juice,99,68,31,30,Default Supplier
576,2025-04-26,Coffee,106,21,85,20,Default Supplier
577,2025-04-26,Tea,119,33,86,15,Default Supplier
578,2025-04-26,Sandwich,94,92,2,40,Default Supplier
579,2025-04-26,Burger,148,132,16,60,Default Supplier
580,2025-04-26,Juice,101,62,39,30,Default Supplier
581,2025-04-27,Coffee,130,30,100,20,Default Supplier
582,2025-04-27,Tea,146,37,109,15,Default Supplier
583,2025-04-27,Sandwich,59,24,35,40,Default Supplier
584,2025-04-27,Burger,95,75,20,60,Default Supplier
585,2025-04-27,Juice,126,95,31,30,Default Supplier
586,2025-04-28,Coffee,57,25,32,20,Default Supplier
587,2025-04-28,Tea,97,80,17,15,Default Supplier
588,2025-04-28,Sandwich,50,22,28,40,Default Supplier
589,2025-04-28,Burger,113,108,5,60,Default Supplier
590,2025-04-28,Juice,82,54,28,30,Default Supplier
591,2025-04-29,Coffee,112,101,11,20,Default Supplier
592,2025-04-29,Tea,80,78,2,15,Default Supplier
593,2025-04-29,Sandwich,87,28,59,40,Default Supplier
594,2025-04-29,Burger,52,36,16,60,Default Supplier
595,2025-04-29,Juice,125,81,44,30,Default Supplier
596,2025-04-30,Coffee,145,121,24,20,Default Supplier
597,2025-04-30,Tea,90,64,26,15,Default Supplier
598,2025-04-30,Sandwich,92,73,19,40,Default Supplier
599,2025-04-30,Burger,131,39,92,60,Default Supplier
600,2025-04-30,Juice,131,72,59,30,Default Supplier
601,2025-05-01,Coffee,114,107,7,20,Default Supplier
602,2025-05-01,Tea,50,39,11,15,Default Supplier
603,2025-05-01,Sandwich,101,70,31,40,Default Supplier
604,2025-05-01,Burger,104,103,1,60,Default Supplier
605,2025-05-01,Juice,111,102,9,30,Default Supplier
606,2025-05-02,Coffee,69,41,28,20,Default Supplier
607,2025-05-02,Tea,91,36,55,15,Default Supplier
608,2025-05-02,Sandwich,90,57,33,40,Default Supplier
609,2025-05-02,Burger,78,60,18,60,Default Supplier
610,2025-05-02,Juice,122,80,42,30,Default Supplier
611,2025-05-03,Coffee,148,89,59,20,Default Supplier
612,2025-05-03,Tea,83,20,63,15,Default Supplier
613,2025-05-03,Sandwich,144,38,106,40,Default Supplier
614,2025-05-03,Burger,130,45,85,60,Default Supplier
615,2025-05-03,Juice,109,107,2,30,Default Supplier
616,2025-05-04,Coffee,96,56,40,20,Default Supplier
617,2025-05-04,Tea,56,38,18,15,Default Supplier
618,2025-05-04,Sandwich,116,51,65,40,Default Supplier
619,2025-05-04,Burger,107,51,56,60,Default Supplier
620,2025-05-04,Juice,74,70,4,30,Default Supplier
621,2025-05-05,Coffee,93,22,71,20,Default Supplier
622,2025-05-05,Tea,64,32,32,15,Default Supplier
623,2025-05-05,Sandwich,135,113,22,40,Default Supplier
624,2025-05-05,Burger,130,53,77,60,Default Supplier
625,2025-05-05,Juice,84,50,34,30,Default Supplier
626,2025-05-06,Coffee,65,42,23,20,Default Supplier
627,2025-05-06,Tea,74,27,47,15,Default Supplier
628,2025-05-06,Sandwich,100,76,24,40,Default Supplier
629,2025-05-06,Burger,68,63,5,60,Default Supplier
630,2025-05-06,Juice,99,76,23,30,Default Supplier
631,2025-05-07,Coffee,132,91,41,20,Default Supplier
632,2025-05-07,Tea,125,51,74,15,Default Supplier
633,2025-05-07,Sandwich,67,58,9,40,Default Supplier
634,2025-05-07,Burger,55,30,25,60,Default Supplier
635,2025-05-07,Juice,101,76,25,30,Default Supplier
636,2025-05-08,Coffee,80,78,2,20,Default Supplier
637,2025-05-08,Tea,99,23,76,15,Default Supplier
638,2025-05-08,Sandwich,137,134,3,40,Default Supplier
639,2025-05-08,Burger,91,50,41,60,Default Supplier
640,2025-05-08,Juice,93,92,1,30,Default Supplier
641,2025-05-09,Coffee,133,27,106,20,Default Supplier
642,2025-05-09,Tea,114,53,61,15,Default Supplier
643,2025-05-09,Sandwich,126,84,42,40,Default Supplier
644,2025-05-09,Burger,101,49,52,60,Default Supplier
645,2025-05-09,Juice,110,83,27,30,Default Supplier
646,2025-05-10,Coffee,105,59,46,20,Default Supplier
647,2025-05-10,Tea,114,42,72,15,Default Supplier
648,2025-05-10,Sandwich,59,56,3,40,Default Supplier
649,2025-05-10,Burger,116,72,44,60,Default Supplier
650,2025-05-10,Juice,148,64,84,30,Default Supplier
651,2025-05-11,Coffee,106,95,11,20,Default Supplier
652,2025-05-11,Tea,135,119,16,15,Default Supplier
653,2025-05-11,Sandwich,66,63,3,40,Default Supplier
654,2025-05-11,Burger,119,26,93,60,Default Supplier
655,2025-05-11,Juice,121,112,9,30,Default Supplier
656,2025-05-12,Coffee,79,26,53,20,Default Supplier
657,2025-05-12,Tea,62,48,14,15,Default Supplier
658,2025-05-12,Sandwich,123,103,20,40,Default Supplier
659,2025-05-12,Burger,59,34,25,60,Default Supplier
660,2025-05-12,Juice,111,36,75,30,Default Supplier
661,2025-05-13,Coffee,60,23,37,20,Default Supplier
662,2025-05-13,Tea,144,142,2,15,Default Supplier
663,2025-05-13,Sandwich,125,57,68,40,Default Supplier
664,2025-05-13,Burger,106,97,9,60,Default Supplier
665,2025-05-13,Juice,51,26,25,30,Default Supplier
666,2025-05-14,Coffee,96,30,66,20,Default Supplier
667,2025-05-14,Tea,103,57,46,15,Default Supplier
668,2025-05-14,Sandwich,88,72,16,40,Default Supplier
669,2025-05-14,Burger,112,69,43,60,Default Supplier
670,2025-05-14,Juice,136,65,71,30,Default Supplier
671,2025-05-15,Coffee,98,92,6,20,Default Supplier
672,2025-05-15,Tea,68,43,25,15,Default Supplier
673,2025-05-15,Sandwich,117,115,2,40,Default Supplier
674,2025-05-15,Burger,142,55,87,60,Default Supplier
675,2025-05-15,Juice,76,53,23,30,Default Supplier
676,2025-05-16,Coffee,116,25,91,20,Default Supplier
677,2025-05-16,Tea,55,52,3,15,Default Supplier
678,2025-05-16,Sandwich,65,50,15,40,Default Supplier
679,2025-05-16,Burger,120,57,63,60,Default Supplier
680,2025-05-16,Juice,123,91,32,30,Default Supplier
681,2025-05-17,Coffee,143,71,72,20,Default Supplier
682,2025-05-17,Tea,56,41,15,15,Default Supplier
683,2025-05-17,Sandwich,148,108,40,40,Default Supplier
684,2025-05-17,Burger,73,22,51,60,Default Supplier
685,2025-05-17,Juice,127,112,15,30,Default Supplier
686,2025-05-18,Coffee,81,77,4,20,Default Supplier
687,2025-05-18,Tea,73,65,8,15,Default Supplier
688,2025-05-18,Sandwich,103,45,58,40,Default Supplier
689,2025-05-18,Burger,80,59,21,60,Default Supplier
690,2025-05-18,Juice,78,51,27,30,Default Supplier
691,2025-05-19,Coffee,93,26,67,20,Default Supplier
692,2025-05-19,Tea,67,54,13,15,Default Supplier
693,2025-05-19,Sandwich,138,111,27,40,Default Supplier
694,2025-05-19,Burger,107,79,28,60,Default Supplier
695,2025-05-19,Juice,86,60,26,30,Default Supplier
696,2025-05-20,Coffee,79,53,26,20,Default Supplier
697,2025-05-20,Tea,57,44,13,15,Default Supplier
698,2025-05-20,Sandwich,126,65,61,40,Default Supplier
699,2025-05-20,Burger,120,28,92,60,Default Supplier
700,2025-05-20,Juice,128,30,98,30,Default Supplier
701,2025-05-21,Coffee,148,70,78,20,Default Supplier
702,2025-05-21,Tea,73,62,11,15,Default Supplier
703,2025-05-21,Sandwich,66,64,2,40,Default Supplier
704,2025-05-21,Burger,124,22,102,60,Default Supplier
705,2025-05-21,Juice,141,53,88,30,Default Supplier
706,2025-05-22,Coffee,51,32,19,20,Default Supplier
707,2025-05-22,Tea,139,26,113,15,Default Supplier
708,2025-05-22,Sandwich,52,48,4,40,Default Supplier
709,2025-05-22,Burger,80,20,60,60,Default Supplier
710,2025-05-22,Juice,51,39,12,30,Default Supplier
711,2025-05-23,Coffee,95,73,22,20,Default Supplier
712,2025-05-23,Tea,50,22,28,15,Default Supplier
713,2025-05-23,Sandwich,58,43,15,40,Default Supplier
714,2025-05-23,Burger,82,30,52,60,Default Supplier
715,2025-05-23,Juice,69,31,38,30,Default Supplier
716,2025-05-24,Coffee,118,64,54,20,Default Supplier
717,2025-05-24,Tea,113,30,83,15,Default Supplier
718,2025-05-24,Sandwich,98,80,18,40,Default Supplier
719,2025-05-24,Burger,104,34,70,60,Default Supplier
720,2025-05-24,Juice,54,46,8,30,Default Supplier
721,2025-05-25,Coffee,126,26,100,20,Default Supplier
722,2025-05-25,Tea,62,45,17,15,Default Supplier
723,2025-05-25,Sandwich,108,85,23,40,Default Supplier
724,2025-05-25,Burger,148,113,35,60,Default Supplier
725,2025-05-25,Juice,103,54,49,30,Default Supplier
726,2025-05-26,Coffee,84,61,23,20,Default Supplier
727,2025-05-26,Tea,99,39,60,15,Default Supplier
728,2025-05-26,Sandwich,123,52,71,40,Default Supplier
729,2025-05-26,Burger,129,99,30,60,Default Supplier
730,2025-05-26,Juice,100,82,18,30,Default Supplier
731,2025-05-27,Coffee,123,21,102,20,Default Supplier
732,2025-05-27,Tea,148,47,101,15,Default Supplier
733,2025-05-27,Sandwich,77,57,20,40,Default Supplier
734,2025-05-27,Burger,142,140,2,60,Default Supplier
735,2025-05-27,Juice,80,25,55,30,Default Supplier
736,2025-05-28,Coffee,57,52,5,20,Default Supplier
737,2025-05-28,Tea,114,25,89,15,Default Supplier
738,2025-05-28,Sandwich,128,69,59,40,Default Supplier
739,2025-05-28,Burger,136,56,80,60,Default Supplier
740,2025-05-28,Juice,142,30,112,30,Default Supplier
741,2025-05-29,Coffee,134,102,32,20,Default Supplier
742,2025-05-29,Tea,74,42,32,15,Default Supplier
743,2025-05-29,Sandwich,124,80,44,40,Default Supplier
744,2025-05-29,Burger,131,108,23,60,Default Supplier
745,2025-05-29,Juice,149,133,16,30,Default Supplier
746,2025-05-30,Coffee,148,44,104,20,Default Supplier
747,2025-05-30,Tea,136,105,31,15,Default Supplier
748,2025-05-30,Sandwich,64,21,43,40,Default Supplier
749,2025-05-30,Burger,71,46,25,60,Default Supplier
750,2025-05-30,Juice,55,36,19,30,Default Supplier
751,2025-05-31,Coffee,83,20,63,20,Default Supplier
752,2025-05-31,Tea,93,41,52,15,Default Supplier
753,2025-05-31,Sandwich,64,53,11,40,Default Supplier
754,2025-05-31,Burger,57,33,24,60,Default Supplier
755,2025-05-31,Juice,70,44,26,30,Default Supplier
756,2025-06-01,Coffee,53,30,23,20,Default Supplier
757,2025-06-01,Tea,141,124,17,15,Default Supplier
758,2025-06-01,Sandwich,132,58,74,40,Default Supplier
759,2025-06-01,Burger,87,55,32,60,Default Supplier
760,2025-06-01,Juice,62,32,30,30,Default Supplier
761,2025-06-02,Coffee,94,49,45,20,Default Supplier
762,2025-06-02,Tea,149,36,113,15,Default Supplier
763,2025-06-02,Sandwich,54,25,29,40,Default Supplier
764,2025-06-02,Burger,56,32,24,60,Default Supplier
765,2025-06-02,Juice,132,128,4,30,Default Supplier
766,2025-06-03,Coffee,118,43,75,20,Default Supplier
767,2025-06-03,Tea,52,46,6,15,Default Supplier
768,2025-06-03,Sandwich,141,40,101,40,Default Supplier
769,2025-06-03,Burger,81,33,48,60,Default Supplier
770,2025-06-03,Juice,57,44,13,30,Default Supplier
771,2025-06-04,Coffee,112,36,76,20,Default Supplier
772,2025-06-04,Tea,69,32,37,15,Default Supplier
773,2025-06-04,Sandwich,144,113,31,40,Default Supplier
774,2025-06-04,Burger,105,54,51,60,Default Supplier
775,2025-06-04,Juice,84,39,45,30,Default Supplier
776,2025-06-05,Coffee,91,24,67,20,Default Supplier
777,2025-06-05,Tea,93,44,49,15,Default Supplier
778,2025-06-05,Sandwich,127,95,32,40,Default Supplier
779,2025-06-05,Burger,91,28,63,60,Default Supplier
780,2025-06-05,Juice,89,52,37,30,Default Supplier
781,2025-06-06,Coffee,92,38,54,20,Default Supplier
782,2025-06-06,Tea,53,48,5,15,Default Supplier
783,2025-06-06,Sandwich,96,77,19,40,Default Supplier
784,2025-06-06,Burger,91,82,9,60,Default Supplier
785,2025-06-06,Juice,75,68,7,30,Default Supplier
786,2025-06-07,Coffee,81,25,56,20,Default Supplier
787,2025-06-07,Tea,67,37,30,15,Default Supplier
788,2025-06-07,Sandwich,76,29,47,40,Default Supplier
789,2025-06-07,Burger,93,77,16,60,Default Supplier
790,2025-06-07,Juice,144,131,13,30,Default Supplier
791,2025-06-08,Coffee,143,103,40,20,Default Supplier
792,2025-06-08,Tea,91,41,50,15,Default Supplier
793,2025-06-08,Sandwich,51,33,18,40,Default Supplier
794,2025-06-08,Burger,123,103,20,60,Default Supplier
795,2025-06-08,Juice,137,21,116,30,Default Supplier
796,2025-06-09,Coffee,77,71,6,20,Default Supplier
797,2025-06-09,Tea,63,57,6,15,Default Supplier
798,2025-06-09,Sandwich,118,45,73,40,Default Supplier
799,2025-06-09,Burger,108,63,45,60,Default Supplier
800,2025-06-09,Juice,126,123,3,30,Default Supplier
801,2025-06-10,Coffee,147,27,120,20,Default Supplier
802,2025-06-10,Tea,58,31,27,15,Default Supplier
803,2025-06-10,Sandwich,74,33,41,40,Default Supplier
804,2025-06-10,Burger,56,54,2,60,Default Supplier
805,2025-06-10,Juice,120,118,2,30,Default Supplier
806,2025-06-11,Coffee,126,119,7,20,Default Supplier
807,2025-06-11,Tea,72,53,19,15,Default Supplier
808,2025-06-11,Sandwich,59,37,22,40,Default Supplier
809,2025-06-11,Burger,121,78,43,60,Default Supplier
810,2025-06-11,Juice,107,22,85,30,Default Supplier
811,2025-06-12,Coffee,146,94,52,20,Default Supplier
812,2025-06-12,Tea,114,111,3,15,Default Supplier
813,2025-06-12,Sandwich,94,23,71,40,Default Supplier
814,2025-06-12,Burger,81,59,22,60,Default Supplier
815,2025-06-12,Juice,95,81,14,30,Default Supplier
816,2025-06-13,Coffee,122,88,34,20,Default Supplier
817,2025-06-13,Tea,107,94,13,15,Default Supplier
818,2025-06-13,Sandwich,65,25,40,40,Default Supplier
819,2025-06-13,Burger,78,72,6,60,Default Supplier
820,2025-06-13,Juice,149,129,20,30,Default Supplier
821,2025-06-14,Coffee,51,31,20,20,Default Supplier
822,2025-06-14,Tea,114,37,77,15,Default Supplier
823,2025-06-14,Sandwich,138,26,112,40,Default Supplier
824,2025-06-14,Burger,106,73,33,60,Default Supplier
825,2025-06-14,Juice,131,68,63,30,Default Supplier
826,2025-06-15,Coffee,94,57,37,20,Default Supplier
827,2025-06-15,Tea,99,33,66,15,Default Supplier
828,2025-06-15,Sandwich,113,44,69,40,Default Supplier
829,2025-06-15,Burger,128,48,80,60,Default Supplier
830,2025-06-15,Juice,58,42,16,30,Default Supplier
831,2025-06-16,Coffee,96,49,47,20,Default Supplier
832,2025-06-16,Tea,60,27,33,15,Default Supplier
833,2025-06-16,Sandwich,60,37,23,40,Default Supplier
834,2025-06-16,Burger,86,21,65,60,Default Supplier
835,2025-06-16,Juice,94,62,32,30,Default Supplier
836,2025-06-17,Coffee,147,25,122,20,Default Supplier
837,2025-06-17,Tea,120,37,83,15,Default Supplier
838,2025-06-17,Sandwich,141,130,11,40,Default Supplier
839,2025-06-17,Burger,83,40,43,60,Default Supplier
840,2025-06-17,Juice,109,76,33,30,Default Supplier
841,2025-06-18,Coffee,81,79,2,20,Default Supplier
842,2025-06-18,Tea,122,86,36,15,Default Supplier
843,2025-06-18,Sandwich,84,75,9,40,Default Supplier
844,2025-06-18,Burger,115,98,17,60,Default Supplier
845,2025-06-18,Juice,147,136,11,30,Default Supplier
846,2025-06-19,Coffee,78,53,25,20,Default Supplier
847,2025-06-19,Tea,69,57,12,15,Default Supplier
848,2025-06-19,Sandwich,124,86,38,40,Default Supplier
849,2025-06-19,Burger,95,66,29,60,Default Supplier
850,2025-06-19,Juice,112,34,78,30,Default Supplier
851,2025-06-20,Coffee,74,26,48,20,Default Supplier
852,2025-06-20,Tea,134,21,113,15,Default Supplier
853,2025-06-20,Sandwich,89,38,51,40,Default Supplier
854,2025-06-20,Burger,116,94,22,60,Default Supplier
855,2025-06-20,Juice,113,107,6,30,Default Supplier
856,2025-06-21,Coffee,148,120,28,20,Default Supplier
857,2025-06-21,Tea,108,30,78,15,Default Supplier
858,2025-06-21,Sandwich,114,61,53,40,Default Supplier
859,2025-06-21,Burger,119,103,16,60,Default Supplier
860,2025-06-21,Juice,146,137,9,30,Default Supplier
861,2025-06-22,Coffee,60,50,10,20,Default Supplier
862,2025-06-22,Tea,145,81,64,15,Default Supplier
863,2025-06-22,Sandwich,145,36,109,40,Default Supplier
864,2025-06-22,Burger,64,31,33,60,Default Supplier
865,2025-06-22,Juice,91,89,2,30,Default Supplier
866,2025-06-23,Coffee,134,39,95,20,Default Supplier
867,2025-06-23,Tea,74,55,19,15,Default Supplier
868,2025-06-23,Sandwich,50,44,6,40,Default Supplier
869,2025-06-23,Burger,59,28,31,60,Default Supplier
870,2025-06-23,Juice,76,69,7,30,Default Supplier
871,2025-06-24,Coffee,126,63,63,20,Default Supplier
872,2025-06-24,Tea,119,79,40,15,Default Supplier
873,2025-06-24,Sandwich,135,83,52,40,Default Supplier
874,2025-06-24,Burger,69,49,20,60,Default Supplier
875,2025-06-24,Juice,58,43,15,30,Default Supplier
876,2025-06-25,Coffee,101,72,29,20,Default Supplier
877,2025-06-25,Tea,146,76,70,15,Default Supplier
878,2025-06-25,Sandwich,93,87,6,40,Default Supplier
879,2025-06-25,Burger,100,97,3,60,Default Supplier
880,2025-06-25,Juice,76,46,30,30,Default Supplier
881,2025-06-26,Coffee,85,59,26,20,Default Supplier
882,2025-06-26,Tea,109,63,46,15,Default Supplier
883,2025-06-26,Sandwich,57,24,33,40,Default Supplier
884,2025-06-26,Burger,96,28,68,60,Default Supplier
885,2025-06-26,Juice,112,63,49,30,Default Supplier
886,2025-06-27,Coffee,86,81,5,20,Default Supplier
887,2025-06-27,Tea,74,60,14,15,Default Supplier
888,2025-06-27,Sandwich,95,94,1,40,Default Supplier
889,2025-06-27,Burger,54,24,30,60,Default Supplier
890,2025-06-27,Juice,73,22,51,30,Default Supplier
891,2025-06-28,Coffee,90,31,59,20,Default Supplier
892,2025-06-28,Tea,147,131,16,15,Default Supplier
893,2025-06-28,Sandwich,144,50,94,40,Default Supplier
894,2025-06-28,Burger,121,28,93,60,Default Supplier
895,2025-06-28,Juice,64,44,20,30,Default Supplier
896,2025-06-29,Coffee,84,28,56,20,Default Supplier
897,2025-06-29,Tea,75,28,47,15,Default Supplier
898,2025-06-29,Sandwich,103,74,29,40,Default Supplier
899,2025-06-29,Burger,83,76,7,60,Default Supplier
900,2025-06-29,Juice,147,37,110,30,Default Supplier
901,2025-06-30,Coffee,87,24,63,20,Default Supplier
902,2025-06-30,Tea,67,24,43,15,Default Supplier
903,2025-06-30,Sandwich,139,71,68,40,Default Supplier
904,2025-06-30,Burger,139,47,92,60,Default Supplier
905,2025-06-30,Juice,74,61,13,30,Default Supplier
